hours_of_sleep_last_night,steps_walked_today,typing_speed_wpm,eye_openness_percent,meetings_attended,snooze_count,last_meal_type,current_weather,outfit_choice,browser_tabs_open,Coffee_Needed_Level
7.4,14361,103,7,5,5,0,1,1,2,0
6.5,7316,92,32,8,2,1,0,3,1,1
6.1,11228,21,61,5,4,3,0,2,1,0
9.1,11380,116,62,0,3,2,1,1,2,2
7.3,17267,94,47,5,4,2,3,1,1,0
4.6,479,97,78,2,4,1,0,0,1,0
5.8,3888,23,88,4,2,1,2,2,0,1
5.8,14449,19,42,1,4,1,0,2,2,0
6.2,7163,49,53,6,5,1,0,3,0,0
10.0,18513,58,95,0,0,0,3,3,1,1
6.7,5165,23,54,9,4,1,3,1,2,0
1.9,14452,76,73,1,0,2,0,1,1,0
4.9,1073,99,22,0,4,2,3,2,2,0
2.1,13476,111,42,2,1,3,3,1,1,0
5.3,12481,50,69,7,0,1,1,3,1,1
2.0,13661,113,65,3,5,2,3,2,1,0
4.3,17890,85,73,4,3,1,0,2,0,1
3.0,4856,74,17,4,0,0,0,1,0,0
6.8,4651,59,62,2,4,1,0,3,2,0
6.0,15766,17,86,1,0,2,2,1,0,1
6.6,17043,21,73,9,0,1,1,2,2,1
5.8,1853,43,14,2,3,1,1,0,0,0
3.2,7344,73,12,0,5,1,0,1,0,0
7.0,381,44,44,9,0,0,1,1,1,1
9.8,9607,13,23,7,1,3,0,1,0,0
6.8,224,36,13,2,3,3,1,0,0,0
5.1,4032,27,92,3,4,1,0,2,0,0
3.1,1149,19,91,0,5,3,1,2,2,0
4.2,1234,60,81,4,4,2,0,3,2,0
6.9,8896,92,37,1,4,3,3,2,2,0
8.1,10079,27,92,0,5,2,0,0,2,0
6.5,7478,104,19,9,0,1,3,2,2,0
7.6,6419,87,13,8,5,3,2,3,1,0
7.4,4086,76,13,2,0,0,0,3,1,0
7.0,18743,118,47,6,1,0,2,3,1,2
4.7,19826,29,47,9,5,1,2,0,2,0
6.3,4455,53,96,6,4,0,2,3,2,0
4.3,13473,62,68,5,5,3,2,3,0,0
6.0,8850,29,59,4,2,0,1,3,1,1
6.7,2312,39,77,2,2,2,1,2,2,1
9.4,16332,43,48,3,4,1,2,3,1,0
3.4,13055,73,43,1,2,3,3,3,0,0
7.0,8737,104,88,1,1,0,0,0,0,1
9.0,5888,55,48,3,2,0,0,2,0,1
7.5,11358,17,16,9,4,3,0,3,2,0
7.7,13511,11,4,2,5,3,2,1,1,0
7.2,14564,35,22,2,0,2,2,0,1,0
8.6,18094,16,59,2,3,2,2,0,0,1
3.8,17666,31,63,1,0,2,1,2,1,0
3.2,8226,41,53,3,0,1,2,2,0,0
6.0,13770,66,79,4,2,1,3,2,1,1
1.7,6051,47,60,8,0,2,0,3,1,0
8.5,4340,107,9,8,0,1,0,1,0,0
8.4,8343,107,41,8,0,2,2,0,1,1
5.1,4934,11,92,5,1,2,2,0,0,1
5.3,6956,50,9,1,5,2,3,2,2,0
5.9,14474,59,60,3,4,1,2,1,2,0
6.1,17614,96,5,9,1,0,0,2,2,0
6.3,15117,33,88,7,2,2,1,0,2,1
7.1,1015,67,77,9,1,0,2,0,2,1
5.7,16781,88,98,6,5,2,2,2,1,0
7.9,1210,36,29,5,2,1,0,2,0,0
6.9,13389,35,93,9,0,3,1,1,0,1
4.8,5234,65,69,8,0,0,0,2,0,1
8.7,11246,43,32,8,1,0,0,3,0,1
3.3,15186,19,46,7,4,1,0,1,0,0
5.8,2384,87,37,9,4,1,2,1,0,0
7.9,6496,46,56,4,3,1,0,1,1,1
4.6,15264,79,90,4,5,2,2,2,1,0
6.6,1758,22,98,4,1,1,0,3,2,1
7.1,6959,106,16,0,1,0,1,1,0,0
4.3,19442,72,6,2,1,0,0,2,2,0
5.9,13977,59,3,4,4,1,3,2,2,0
5.7,11311,78,35,4,5,3,2,2,1,0
4.9,6388,117,29,4,1,3,2,2,0,0
10.0,13241,39,76,3,2,1,2,0,1,1
4.5,18418,14,20,5,0,0,2,0,2,0
8.0,18268,17,47,5,0,2,3,1,2,1
5.2,4565,58,60,8,3,0,3,0,2,1
3.8,9362,96,76,6,0,0,1,2,1,0
6.2,5855,15,58,4,2,0,1,2,0,1
7.3,6962,42,35,5,1,3,3,1,1,1
7.8,8042,45,19,7,3,3,0,0,1,0
9.1,5797,36,56,5,3,2,2,1,1,1
10.0,14625,39,29,8,1,2,0,2,1,0
6.5,6810,22,6,1,0,0,1,2,1,0
4.7,13071,18,95,0,0,0,3,3,1,1
6.9,2213,50,25,4,5,2,2,3,1,0
5.5,2884,59,59,4,0,3,3,0,2,1
7.9,13856,79,51,2,0,2,1,2,0,2
3.4,2790,60,31,6,5,0,0,2,2,0
10.0,836,10,23,4,0,1,3,2,2,0
7.7,14402,89,35,0,5,1,0,0,0,0
2.6,10347,111,89,3,2,3,3,0,1,0
4.6,11557,103,2,0,5,3,2,0,0,0
7.6,6928,92,45,1,4,3,0,0,1,0
8.4,12535,86,5,1,2,1,1,3,1,0
3.5,15275,86,19,7,0,0,3,3,2,0
7.4,549,95,30,3,5,3,1,3,0,0
2.1,14416,70,7,2,3,1,1,1,0,0
5.8,16995,98,22,9,3,0,1,2,1,0
8.2,10280,17,73,7,2,2,1,3,2,1
4.9,9697,88,58,6,4,2,2,2,0,0
3.0,19982,56,53,9,1,0,2,0,0,0
6.3,17442,47,39,9,2,2,3,0,2,1
4.8,6067,116,22,3,0,2,1,2,0,0
7.3,14718,58,91,6,2,2,2,1,0,1
4.2,14550,30,94,2,1,0,3,3,0,1
4.5,15237,117,70,0,4,2,0,3,1,0
2.0,4887,55,66,1,2,3,2,0,2,0
6.3,9003,97,22,9,0,2,3,3,0,0
5.7,9610,89,38,6,3,0,2,0,2,1
3.6,18592,90,70,6,0,1,1,0,0,0
6.4,5399,117,30,9,5,2,1,0,1,0
8.1,19671,84,72,6,3,3,1,1,2,2
5.6,1625,37,80,4,0,2,2,3,2,1
6.5,14646,46,20,7,0,3,1,2,0,0
6.5,8896,91,81,4,1,1,1,2,2,1
3.6,18914,47,54,8,0,2,1,3,2,0
10.0,12875,92,46,3,2,1,1,3,1,2
5.1,3077,77,43,1,3,0,2,1,1,1
7.3,7988,108,98,8,0,0,2,1,1,1
7.5,2594,105,29,1,0,0,0,2,2,0
5.7,7525,32,66,0,0,3,3,3,2,1
7.2,12777,43,50,7,0,1,0,2,0,1
6.5,3938,58,37,5,5,1,3,2,1,0
3.2,5464,86,82,3,2,0,1,1,2,0
5.3,17921,74,64,5,1,2,3,2,2,1
4.8,8494,73,25,2,0,3,3,3,2,0
5.1,10611,89,91,6,0,1,2,2,1,1
3.4,19742,33,88,8,2,1,1,3,0,0
8.3,6580,80,10,9,3,0,3,0,1,0
9.2,4332,99,69,2,2,3,1,2,1,1
8.0,5907,64,24,8,5,1,0,2,1,0
8.5,9471,21,62,7,1,0,2,2,1,1
5.3,6780,55,86,0,4,1,1,3,1,0
4.7,16317,55,58,4,5,1,0,3,0,0
4.4,17381,56,0,4,2,1,1,0,1,0
7.3,4567,48,21,4,3,2,0,0,0,0
6.5,5735,104,72,4,4,0,3,3,0,0
5.8,9933,34,34,6,3,3,3,2,0,1
8.6,17959,110,60,3,1,1,3,2,2,2
6.8,8995,31,82,2,2,3,0,1,2,1
4.3,17672,75,95,5,2,3,0,0,2,1
4.6,14680,113,7,0,5,2,2,1,2,0
7.4,10311,35,45,8,2,3,3,2,0,1
8.1,7537,103,34,7,2,1,2,0,1,1
7.1,8410,40,35,8,1,0,2,1,0,1
9.8,11816,102,66,3,2,1,3,1,1,2
9.3,6573,31,28,2,5,2,0,1,2,0
6.9,4012,41,45,7,5,3,1,3,1,0
4.3,6597,59,30,1,4,3,0,3,1,0
3.4,8,59,72,0,5,3,0,2,2,0
5.2,955,76,49,6,2,1,2,3,0,1
7.5,13722,111,90,7,2,3,2,2,0,2
9.7,1959,103,69,7,0,0,1,2,1,1
6.8,6912,62,95,5,4,2,3,2,0,0
8.3,3026,16,37,4,2,0,2,3,1,1
5.5,17527,111,42,2,5,1,3,0,2,0
7.2,1016,57,21,7,0,3,1,3,1,0
7.6,13347,40,49,4,4,1,0,3,1,0
2.0,13939,106,93,1,0,3,0,0,1,0
5.2,11991,65,35,3,1,3,3,1,1,1
7.9,3584,40,94,9,1,2,0,1,1,1
6.5,1730,53,58,8,1,2,0,3,0,1
3.6,4183,66,6,0,1,1,3,2,2,0
1.1,2904,13,60,0,2,0,0,2,0,0
5.3,9062,52,27,4,1,0,2,0,2,0
5.9,8138,61,46,0,4,3,2,2,0,0
4.2,6524,113,17,7,0,0,2,3,2,0
6.3,3714,72,40,4,3,2,3,3,1,1
7.0,18195,78,30,1,3,3,2,0,2,2
7.3,6856,72,88,5,0,1,1,1,1,1
1.3,18323,116,100,6,3,3,1,3,2,0
3.4,13498,56,13,9,1,3,0,3,1,0
5.4,11271,56,44,7,4,0,3,3,1,0
7.1,14523,85,25,4,4,3,0,1,0,0
7.0,2067,61,10,7,3,1,0,1,0,0
6.9,18128,44,96,7,1,3,1,2,1,1
5.2,12682,29,33,9,1,3,1,2,1,1
5.3,5600,71,16,2,5,0,2,3,2,0
4.5,7021,38,42,3,3,1,2,0,0,1
7.5,6213,89,67,6,2,1,1,2,2,1
4.2,15873,71,76,4,5,2,0,2,0,0
7.7,359,112,75,4,1,0,1,3,1,1
6.4,4718,26,52,1,0,0,1,1,0,1
5.9,1685,20,27,7,0,3,2,1,2,0
4.7,19757,39,50,0,2,1,0,1,0,1
3.3,15640,68,76,3,2,0,1,3,0,0
4.7,18989,80,80,6,2,0,2,3,1,1
5.3,15223,95,85,9,3,0,1,2,0,1
1.3,98,85,9,5,5,3,0,0,0,0
5.6,12376,88,61,5,3,3,3,3,2,1
7.8,14725,19,21,6,1,1,1,0,0,0
7.1,16149,89,45,2,3,1,2,0,1,2
5.0,4180,116,62,9,3,0,2,1,0,1
6.1,17742,104,74,0,1,1,1,2,1,1
4.9,4557,48,59,3,1,2,3,3,1,1
6.3,18183,88,55,0,1,0,0,1,2,1
9.1,10104,71,4,0,2,1,3,1,2,0
7.9,16957,20,30,5,5,1,0,1,1,0
7.0,9280,86,34,1,5,2,1,3,2,0
5.0,2129,107,56,1,3,1,3,3,2,1
7.5,8947,113,19,3,4,1,2,1,0,0
2.6,7991,13,30,9,3,0,1,0,0,0
5.5,10437,106,28,7,2,1,1,3,0,0
7.2,4996,80,81,2,3,3,0,2,2,1
7.5,5451,57,66,2,3,2,3,1,0,1
7.3,12639,51,9,1,2,0,0,2,2,0
6.6,15836,34,18,3,2,2,3,2,1,0
5.6,8686,54,100,6,4,1,0,3,1,0
7.1,14596,36,41,5,2,1,2,1,0,1
4.1,16903,73,15,3,4,1,2,0,1,0
4.3,14862,12,16,1,1,3,1,1,0,0
6.1,10358,115,11,5,3,3,2,0,1,0
6.3,5271,26,73,6,0,2,3,2,0,1
2.3,1893,91,100,7,0,3,0,0,2,0
6.9,1715,51,94,4,4,0,1,1,2,0
7.5,1626,59,34,7,0,3,2,1,0,1
5.8,4857,31,78,1,2,1,3,3,2,1
10.0,12096,82,21,2,5,3,3,1,0,0
4.6,6126,115,63,2,5,3,3,1,1,0
5.3,4349,111,45,8,4,2,2,2,1,0
5.2,12782,16,23,6,3,0,3,1,1,0
5.8,16904,38,58,2,5,3,1,3,1,0
5.3,1606,49,39,6,0,3,2,2,1,1
3.2,14651,115,78,7,4,0,0,2,1,0
4.9,671,15,70,2,2,3,2,3,0,1
5.8,5809,28,66,7,3,1,2,0,1,1
8.5,8794,43,59,1,5,0,2,3,2,0
10.0,6932,118,52,2,2,1,1,1,2,1
8.7,12309,79,3,9,3,2,0,1,2,0
4.4,8511,44,82,2,2,1,1,1,2,1
4.6,12777,31,96,2,2,1,3,0,2,1
5.7,4669,72,99,6,3,2,1,2,0,1
9.6,8470,109,98,9,0,0,1,3,2,1
5.7,18948,64,42,6,0,1,3,0,1,1
3.3,2687,95,49,1,4,1,1,0,2,0
5.0,19661,77,3,0,1,0,0,3,2,0
7.5,17484,70,10,2,1,0,3,2,2,0
7.4,7646,82,20,0,0,3,0,2,1,0
5.6,17419,52,52,6,3,1,1,3,1,1
7.4,16267,18,86,3,0,0,2,0,2,1
1.5,19325,80,61,2,2,3,3,0,2,0
6.2,10327,10,57,0,3,1,2,3,1,1
7.7,14947,14,43,0,3,2,2,0,1,1
4.3,18914,49,33,3,2,2,0,1,1,1
4.3,17174,79,43,7,3,0,1,3,1,1
2.3,6877,47,14,3,2,1,1,3,2,0
9.2,12992,51,22,4,2,0,3,0,0,0
4.6,17555,97,76,9,0,0,3,2,1,1
6.5,19355,88,62,7,1,2,2,0,0,1
7.2,16693,73,44,1,0,3,2,2,0,2
9.0,6346,11,5,2,5,2,0,1,2,0
5.7,16640,55,42,5,3,0,0,0,2,1
4.9,6116,75,83,4,3,2,3,0,1,1
6.3,17096,98,87,8,1,0,3,1,2,1
8.6,15477,32,55,6,3,0,2,2,0,1
5.7,13421,62,75,9,5,2,1,1,1,0
4.1,4627,19,73,5,4,2,3,2,1,0
2.9,15465,86,86,0,3,0,0,3,0,0
3.6,4726,90,0,4,2,2,1,3,1,0
7.7,16755,77,13,4,5,2,3,3,1,0
5.4,6108,117,17,7,2,1,3,0,2,0
4.8,14802,74,27,1,4,0,3,1,0,0
4.6,9595,19,66,0,2,0,1,3,0,1
6.2,2856,115,67,3,3,1,1,3,0,1
5.5,7646,89,100,2,0,3,1,0,0,1
5.5,468,44,17,5,1,1,3,1,0,0
8.7,4823,44,98,5,1,3,1,1,0,1
9.1,11875,62,96,4,4,3,3,2,1,0
2.8,8143,37,29,3,4,2,3,3,1,0
6.7,9636,109,82,8,1,3,1,2,0,1
4.4,2165,107,52,9,0,2,3,3,2,1
5.5,3821,41,51,2,1,1,3,1,1,1
6.6,13758,69,77,7,4,0,3,0,2,0
5.6,4169,23,98,2,3,2,0,2,1,1
6.5,5301,15,2,8,4,1,2,2,0,0
7.3,8690,29,78,9,0,1,0,3,2,1
6.6,11506,41,56,2,3,2,3,2,2,1
4.7,8241,26,68,6,3,1,2,2,1,1
4.7,19743,25,43,9,2,3,1,3,2,1
3.1,12745,54,19,6,2,0,3,3,1,0
4.3,14576,97,80,7,2,2,0,2,0,1
9.9,9917,119,51,0,4,0,0,0,2,0
4.4,8459,101,71,8,3,2,3,1,0,1
3.6,2428,44,82,2,5,1,0,3,1,0
6.6,1298,52,10,3,4,1,1,1,2,0
5.8,14771,115,21,5,4,3,3,1,2,0
5.6,11977,73,49,3,4,3,3,3,2,0
8.8,18660,85,71,6,0,1,3,0,0,2
7.1,18560,19,16,8,2,2,2,0,0,0
4.9,10141,18,65,5,1,1,1,0,1,1
5.2,12102,119,94,1,5,3,0,3,1,0
5.0,7374,50,58,1,4,2,2,0,1,0
7.7,3402,53,23,3,5,0,0,2,0,0
5.4,15684,29,25,3,4,0,0,3,1,0
2.4,17315,117,59,8,3,2,1,2,0,0
5.9,16798,102,79,3,4,0,1,2,0,0
2.9,9070,37,68,8,4,3,2,0,2,0
10.0,6216,65,26,1,0,1,3,3,0,0
4.1,4469,66,26,2,0,0,1,3,1,0
5.7,444,111,99,5,0,3,1,3,1,1
6.5,13243,10,12,5,0,0,1,1,2,0
5.4,14604,43,55,4,0,0,1,3,2,1
5.4,18041,13,86,0,2,3,1,3,2,1
6.8,13758,34,91,4,5,1,3,2,0,0
9.1,5044,84,26,6,5,1,2,3,0,0
7.5,13671,44,9,7,0,0,0,1,2,0
9.0,10587,45,37,4,2,0,3,2,2,1
3.9,19024,12,64,9,1,0,2,2,2,0
6.6,16019,115,80,3,1,2,0,2,1,1
6.3,18403,46,75,7,3,0,3,0,2,1
6.7,13438,91,26,2,1,2,0,0,1,0
8.8,17629,20,3,8,5,3,3,3,0,0
5.6,11153,21,67,9,1,2,0,2,0,1
5.2,10070,115,54,5,2,2,0,0,1,1
7.1,5269,34,72,5,3,0,3,0,1,1
2.4,16382,40,26,1,3,0,1,3,0,0
5.5,18496,16,13,6,1,2,0,1,2,0
5.7,14357,98,69,9,1,2,2,3,1,1
4.2,18161,12,11,2,1,2,1,2,0,0
8.1,5123,107,67,6,0,0,0,0,2,1
3.9,7174,67,80,9,0,2,1,0,1,0
5.7,8156,67,90,9,5,1,0,0,0,0
6.6,2579,49,62,4,0,0,2,0,2,1
8.7,3567,68,91,9,1,2,1,2,2,1
6.0,12743,70,46,2,0,0,3,0,1,1
7.9,13896,66,40,7,5,1,0,2,2,0
7.4,14757,85,89,4,2,1,3,3,1,2
6.2,15941,98,83,1,0,2,1,3,2,1
3.8,7838,114,58,7,1,3,1,2,0,0
3.1,5603,87,22,6,3,3,2,1,1,0
6.2,7673,29,64,9,3,1,1,0,2,1
4.9,17875,36,26,5,0,3,2,0,1,0
7.8,5945,47,10,5,4,3,1,1,0,0
7.5,3638,77,42,4,3,3,3,3,2,1
5.6,14944,109,32,7,4,3,2,1,1,0
3.7,4128,52,9,3,0,2,3,3,2,0
7.0,16828,43,8,4,1,1,3,1,1,0
4.0,6819,70,18,6,1,1,1,3,0,0
4.5,18064,117,93,4,0,1,3,2,2,1
4.0,7294,42,95,5,1,3,1,3,1,1
5.7,684,44,60,3,2,3,3,3,1,1
8.3,10105,102,8,4,0,1,0,0,2,0
6.0,2748,73,38,4,4,1,3,3,2,0
5.1,10632,32,44,6,0,3,3,3,2,1
2.9,9818,95,37,5,5,3,3,3,1,0
7.1,13091,53,39,3,5,0,0,2,1,0
4.4,16522,80,56,4,5,2,3,2,0,0
6.2,16279,23,71,3,1,2,3,1,0,1
5.3,8178,47,41,2,2,0,3,1,1,1
7.7,8945,57,32,9,3,2,1,0,2,1
5.7,3701,78,7,9,1,1,1,0,1,0
5.9,10754,107,50,1,1,3,1,2,1,1
7.0,4204,71,1,4,5,3,2,1,1,0
10.0,18593,18,6,4,3,0,3,1,1,0
7.8,8233,12,84,4,4,0,2,3,0,0
5.8,66,95,10,1,4,2,1,2,0,0
6.0,2619,11,29,0,3,3,3,3,2,0
5.0,18361,97,28,3,3,3,3,2,2,0
4.1,3468,21,65,2,1,1,1,2,0,1
4.9,4047,14,87,2,5,1,2,1,1,0
4.5,19626,11,83,9,2,2,2,3,1,1
7.3,1327,65,8,3,1,3,0,0,0,0
3.9,4232,95,9,7,2,3,3,1,1,0
8.7,6357,93,47,7,3,0,2,3,1,1
7.5,7244,105,61,6,4,2,1,3,1,0
6.0,10947,19,87,8,3,1,1,2,2,1
6.0,7597,74,28,4,0,2,0,0,0,0
4.9,4146,106,8,3,1,1,3,1,0,0
6.5,10354,40,14,7,4,0,3,1,2,0
8.2,9141,39,16,1,0,2,3,2,0,0
4.6,7749,19,62,3,0,2,0,0,0,1
2.9,10229,35,18,5,5,2,0,3,0,0
7.4,5432,116,1,4,1,0,2,2,1,0
6.6,9782,91,33,1,4,3,2,2,1,0
3.8,3826,114,26,8,2,1,2,3,0,0
4.5,17540,50,66,5,1,3,0,1,0,1
4.3,4747,44,70,5,2,2,3,2,1,1
4.6,10570,72,44,7,0,2,3,3,1,1
5.4,12986,85,45,7,0,0,2,0,0,1
5.5,796,18,89,4,2,3,2,0,0,1
4.7,18350,44,11,8,5,2,1,1,1,0
4.5,12763,61,15,5,4,3,0,1,0,0
5.5,15174,31,88,9,2,1,1,0,0,1
6.3,8554,38,2,1,1,2,0,1,2,0
5.4,13749,13,7,5,4,0,0,3,2,0
8.3,13071,75,99,1,2,3,1,0,1,2
7.0,8872,79,73,8,5,3,1,3,1,0
2.8,4455,115,94,9,4,0,2,3,0,0
7.0,5178,80,17,9,1,1,0,1,2,0
7.2,757,67,53,7,4,2,2,2,1,0
5.1,12586,62,47,9,3,2,2,0,0,1
3.0,16300,43,97,4,2,3,1,1,2,0
6.0,11417,34,15,7,0,2,3,2,1,0
6.0,19135,69,52,6,4,0,0,2,2,0
3.8,15322,76,21,6,0,0,1,3,2,0
3.1,15263,19,48,0,5,1,3,0,1,0
5.8,11451,102,19,2,4,3,1,3,2,0
5.5,3719,36,18,5,2,1,2,1,1,0
5.2,52,50,0,6,3,3,2,3,0,0
5.8,1142,95,38,5,0,0,1,2,1,1
3.8,11752,39,32,0,2,2,2,0,0,0
5.1,8071,74,97,0,1,0,3,2,0,1
7.1,1855,45,40,0,4,0,1,2,1,0
5.3,19190,37,50,0,1,3,3,3,0,1
2.7,12837,109,22,1,1,3,2,1,2,0
5.1,17718,84,36,5,2,0,3,1,2,1
3.9,1717,90,15,3,3,1,2,3,0,0
6.5,12323,53,5,0,5,3,2,2,0,0
6.6,4010,45,10,6,5,3,2,0,2,0
2.7,19999,66,10,0,2,0,0,2,0,0
7.5,16984,72,73,9,1,3,2,3,0,2
3.8,12381,84,65,7,5,3,0,3,2,0
9.1,975,74,7,7,3,1,3,1,2,0
5.9,1754,66,44,1,3,2,0,3,0,1
3.5,14867,89,90,0,5,3,1,3,2,0
3.7,4241,72,96,8,1,3,3,2,2,0
6.7,19055,59,33,1,0,2,3,0,2,1
5.2,5917,23,2,2,3,0,1,1,0,0
5.8,18126,73,63,9,0,3,3,3,1,1
9.2,4375,111,15,0,1,2,1,0,0,0
4.6,18117,73,47,8,0,2,1,1,0,1
6.1,10686,61,19,8,2,0,1,1,2,0
8.8,12552,90,59,9,4,3,3,0,2,0
6.5,16219,65,35,3,3,2,2,0,0,1
2.8,16076,64,90,3,3,2,3,2,0,0
7.0,19818,101,99,8,5,0,2,1,1,0
3.7,1951,26,68,5,2,3,3,3,2,0
8.8,2514,72,33,6,5,1,1,2,0,0
4.4,17496,89,35,3,4,3,1,2,2,0
10.0,12913,114,42,2,4,1,0,1,0,0
8.9,4396,94,79,4,3,1,2,1,0,1
4.4,15808,25,25,8,4,3,3,3,0,0
6.0,1718,68,33,6,0,0,3,1,2,1
7.5,4585,42,72,2,5,1,2,2,1,0
7.6,9383,23,48,2,5,3,0,2,2,0
6.9,3,114,28,6,3,3,1,3,1,0
8.5,8387,97,24,1,0,0,3,0,2,0
5.8,683,90,12,3,3,2,1,2,1,0
5.3,13554,104,90,4,5,0,2,2,1,0
5.3,1529,116,43,4,4,1,2,0,0,0
7.7,9634,51,65,4,3,0,0,1,0,1
6.7,11259,16,6,1,5,2,3,1,1,0
6.6,16597,45,58,5,2,3,3,1,0,1
7.6,8320,101,80,1,3,2,1,3,2,1
1.9,19610,26,96,6,1,3,0,0,0,0
6.6,11137,23,17,7,3,2,0,0,2,0
6.4,12430,86,81,7,1,0,2,3,1,1
9.3,9345,33,62,9,1,3,0,3,0,1
2.9,8324,96,30,0,1,3,0,2,1,0
9.1,8240,108,26,0,2,2,0,1,1,0
6.2,15789,36,91,8,0,2,1,0,1,1
7.0,16436,82,44,0,5,2,2,0,0,0
9.4,13479,75,100,2,3,0,2,3,1,2
7.1,6036,22,59,4,5,2,1,2,1,0
6.8,4703,29,20,5,1,2,0,1,1,0
6.5,18129,10,59,8,4,0,2,0,1,0
5.0,19229,80,24,1,5,2,3,3,2,0
5.9,18691,19,87,2,2,0,3,1,0,1
4.6,12505,81,13,8,1,3,2,0,1,0
5.9,15036,109,70,5,0,1,2,2,2,1
1.3,935,42,70,5,3,3,3,0,1,0
6.9,5024,72,18,9,5,3,2,3,1,0
5.8,17444,87,3,7,0,1,2,1,0,0
5.3,14663,89,71,7,2,0,0,2,2,1
6.4,14201,57,69,8,1,0,3,1,1,1
3.1,12393,118,34,3,0,0,1,2,0,0
9.9,9375,33,95,4,3,2,3,3,2,1
5.8,13182,40,65,9,4,2,0,1,1,0
5.7,8600,16,80,9,3,3,2,0,1,1
4.1,18064,24,81,3,1,1,0,0,2,1
6.0,4213,52,25,9,4,0,0,1,0,0
8.8,18214,10,99,7,3,0,0,2,1,1
8.1,12481,58,43,9,5,3,0,2,1,0
7.7,16291,77,79,8,4,3,1,0,1,0
7.1,980,18,43,2,4,2,3,3,2,0
5.3,18660,57,44,7,5,1,1,1,1,0
3.1,13084,119,8,5,4,3,1,0,0,0
5.6,15302,75,3,3,4,2,1,1,2,0
5.5,5916,103,85,1,3,0,1,0,0,1
8.1,402,84,94,0,1,0,1,1,1,1
6.6,5945,67,1,7,2,0,2,3,0,0
9.2,4183,11,70,7,2,0,1,0,2,1
8.4,19854,68,81,6,1,1,2,3,1,1
5.1,9877,95,26,2,1,3,2,2,1,0
2.4,13364,95,44,8,1,3,1,2,2,0
8.8,1046,84,78,7,1,2,3,2,1,1
8.7,3409,67,7,5,5,1,3,1,1,0
3.3,5350,76,72,3,4,0,2,2,0,0
9.0,2926,81,27,3,5,0,3,0,0,0
6.8,5172,86,45,4,1,3,3,1,1,1
6.3,13798,101,18,2,4,2,1,3,1,0
9.2,15061,53,57,5,0,3,1,0,2,1
8.7,2861,102,15,7,1,0,1,3,0,0
7.3,9066,64,100,6,1,1,2,2,2,1
6.9,6526,92,20,4,1,3,2,0,2,0
7.2,15005,30,33,8,3,2,3,3,2,1
5.2,10565,112,33,9,4,2,3,3,2,0
5.9,14329,111,25,4,4,2,0,0,0,0
4.2,9308,117,24,9,2,0,1,3,0,0
5.3,3194,109,21,4,2,1,3,2,2,0
5.3,12208,50,85,4,5,3,1,3,0,0
4.7,3993,48,24,3,3,0,2,1,1,0
6.3,12874,98,19,8,3,1,3,1,2,0
5.4,17091,24,90,1,5,0,1,3,1,0
7.0,11016,76,33,3,3,1,2,0,0,2
2.8,8520,37,37,8,4,0,2,3,0,0
5.8,1241,84,77,4,5,1,0,0,1,0
6.3,3675,85,6,7,3,1,0,3,2,0
5.4,14695,41,65,9,3,0,3,1,2,1
5.7,1826,13,40,2,2,3,1,3,1,1
2.8,16490,63,49,0,5,3,2,0,1,0
6.7,15445,21,41,0,2,0,2,3,0,1
7.3,8805,15,71,7,0,0,0,0,2,1
7.0,7465,34,76,9,1,3,0,1,1,1
8.1,19999,105,35,0,4,2,0,1,0,0
6.4,5110,99,63,8,1,3,2,0,1,1
7.0,8928,53,62,1,3,1,0,2,2,1
6.3,13192,67,17,9,5,0,0,0,2,0
7.4,1050,96,58,8,0,2,3,0,2,1
2.8,716,105,92,2,5,1,1,2,2,0
4.2,15217,65,5,7,4,0,2,0,1,0
9.2,5653,118,22,4,2,3,2,1,0,0
1.1,15537,111,53,9,5,1,2,2,2,0
5.7,11380,75,95,0,2,1,1,0,0,1
8.3,18585,119,62,4,3,3,1,1,2,2
5.8,14962,55,72,8,4,2,1,0,2,0
5.2,14270,68,45,9,5,1,2,3,2,0
6.3,19860,15,31,5,4,3,0,2,0,0
5.3,16740,40,83,4,0,3,2,0,1,1
6.1,17464,34,34,2,4,3,1,3,1,0
4.6,2632,48,73,1,5,2,1,3,0,0
8.2,2968,110,6,7,0,2,0,2,2,0
8.8,5527,89,71,6,3,2,1,2,0,1
5.7,19055,100,10,9,2,2,1,3,2,0
3.2,2739,90,90,2,5,2,3,0,1,0
5.0,14155,67,27,9,1,3,2,2,0,0
5.6,16099,79,92,5,5,0,2,2,1,0
7.0,12751,106,3,2,3,0,2,2,2,0
4.0,17957,31,93,0,5,2,0,3,0,0
4.5,13642,80,22,7,2,3,2,0,0,0
7.0,18110,111,60,0,5,1,0,0,0,0
7.9,7029,48,22,8,2,1,0,0,1,0
4.8,4132,100,13,8,0,1,2,0,2,0
3.3,5600,61,45,9,5,1,1,1,0,0
10.0,18757,32,49,4,4,2,3,0,0,0
7.6,11249,51,23,6,4,3,0,1,1,0
5.5,1258,92,86,6,2,2,2,1,2,1
7.7,6135,84,44,9,4,1,2,1,2,0
5.8,686,92,41,5,1,3,0,1,0,1
7.7,796,82,100,4,3,0,2,1,0,1
6.3,19726,48,49,5,4,3,2,3,2,0
6.2,15494,33,56,1,1,0,2,2,2,1
5.8,8558,29,47,3,2,0,2,3,1,1
3.1,2069,27,65,8,3,2,0,0,1,0
